indo_time,speed,speed_norm,anomaly_score,is_anomaly
2025-05-27 17:07:31+00:00,23112.2,-1.5375135067712355,1170813.817559019,1
2025-05-27 17:07:32+00:00,23112.8,-1.5326117051586967,1105788.1868315667,1
2025-05-27 17:07:33+00:00,23106.5,-1.5840806220904735,1070723.3173113412,1
2025-05-27 17:07:34+00:00,23110.8,-1.5489510438671992,1041246.428716358,1
2025-05-27 17:07:35+00:00,23105.9,-1.5889824237030123,1005845.543895662,1
2025-05-27 17:07:36+00:00,23105.2,-1.5947011922509942,973108.8622852488,1
2025-05-27 17:07:37+00:00,23107.9,-1.5726430849945099,925293.3563194681,1
2025-05-27 17:07:38+00:00,23098.7,-1.6478040430536272,884649.9874472354,1
2025-05-27 17:07:39+00:00,23097.8,-1.6551567454724652,869069.1792984266,1
2025-05-27 17:07:40+00:00,23110.0,-1.5554867793505942,864822.9422231137,1
2025-05-27 17:07:41+00:00,23107.7,-1.574277018865366,873747.0574799199,1
2025-05-27 17:07:42+00:00,23109.0,-1.5636564487048454,893401.3369662947,1
2025-05-27 17:07:43+00:00,23110.8,-1.5489510438671992,906044.8764747371,1
2025-05-27 17:07:44+00:00,23105.2,-1.5947011922509942,944823.5603431428,1
2025-05-27 17:07:45+00:00,23103.4,-1.6094065970886404,969830.1163372148,1
2025-05-27 17:07:46+00:00,23104.7,-1.5987860269281198,991267.3944453092,1
2025-05-27 17:07:47+00:00,23109.5,-1.5595716140277198,1008836.6819167186,1
2025-05-27 17:07:48+00:00,23112.1,-1.5383304737066785,1006376.909387925,1
2025-05-27 17:07:49+00:00,23106.3,-1.5857145559613297,1001607.4238828823,1
2025-05-27 17:07:50+00:00,23099.0,-1.6453531422473577,1023471.0298676302,1
2025-05-27 17:07:51+00:00,23109.8,-1.5571207132214504,1038823.5686160203,1
2025-05-27 17:07:52+00:00,23107.2,-1.5783618535424917,1074647.0940689354,1
2025-05-27 17:07:53+00:00,23113.8,-1.5244420358044455,1105837.4437741733,1
2025-05-27 17:07:54+00:00,23113.8,-1.5244420358044455,1100654.3954085682,1
2025-05-27 17:07:55+00:00,23104.7,-1.5987860269281198,1108166.757274034,1
2025-05-27 17:07:56+00:00,23099.6,-1.640451340634819,1112450.6247557385,1
2025-05-27 17:07:57+00:00,23107.3,-1.5775448866070785,1124156.2581594863,1
2025-05-27 17:07:58+00:00,23109.2,-1.5620225148339892,1131382.3424380377,1
2025-05-27 17:07:59+00:00,23104.8,-1.5979690599927066,1127503.31720291,1
2025-05-27 17:08:00+00:00,23108.3,-1.5693752172528272,1125982.69069213,1
2025-05-27 17:08:01+00:00,23107.3,-1.5775448866070785,1149963.447909248,1
2025-05-27 17:08:02+00:00,23109.7,-1.5579376801568636,1165357.8579385844,1
2025-05-27 17:08:03+00:00,23106.3,-1.5857145559613297,1182462.051980786,1
2025-05-27 17:08:04+00:00,23105.3,-1.593884225315581,1187342.4140054397,1
2025-05-27 17:08:05+00:00,23105.6,-1.5914333245093115,1171979.332965773,1
2025-05-27 17:08:06+00:00,23097.0,-1.6616924809558602,1167756.7962309883,1
2025-05-27 17:08:07+00:00,23094.6,-1.681299687406075,1159548.2717000993,1
2025-05-27 17:08:08+00:00,23103.8,-1.6061387293469578,1150974.2946007296,1
2025-05-27 17:08:09+00:00,23105.3,-1.593884225315581,1158110.5740017928,1
2025-05-27 17:08:10+00:00,23105.1,-1.5955181591864371,1164810.5218961686,1
2025-05-27 17:08:11+00:00,23114.3,-1.5203572011273199,1156054.4683945223,1
2025-05-27 17:08:12+00:00,23108.3,-1.5693752172528272,1159496.7247541246,1
2025-05-27 17:08:13+00:00,23106.4,-1.5848975890258867,1158303.4168601125,1
2025-05-27 17:08:14+00:00,23107.1,-1.5791788204779347,1159474.5694372656,1
2025-05-27 17:08:15+00:00,23111.6,-1.5424153083838041,1165460.7093318442,1
2025-05-27 17:08:16+00:00,23111.1,-1.5465001430609298,1137257.7160006906,1
2025-05-27 17:08:17+00:00,23104.5,-1.600419960798976,1092334.4374372815,1
2025-05-27 17:08:18+00:00,23102.9,-1.613491431765766,1053876.590421993,1
2025-05-27 17:08:19+00:00,23108.5,-1.567741283381971,1014328.5661606528,1
2025-05-27 17:08:20+00:00,23106.5,-1.5840806220904735,984398.823320018,1
2025-05-27 17:08:21+00:00,23104.1,-1.6036878285406884,950487.2923319768,1
2025-05-27 17:08:22+00:00,23110.9,-1.5481340769317562,901587.9665731351,1
2025-05-27 17:08:23+00:00,23099.5,-1.6412683075702321,885452.4745218736,1
2025-05-27 17:08:24+00:00,23097.2,-1.660058547085004,867338.2152227274,1
2025-05-27 17:08:25+00:00,23102.7,-1.6151253656366222,860456.2237375437,1
2025-05-27 17:08:26+00:00,23105.6,-1.5914333245093115,860147.8380534074,1
2025-05-27 17:08:27+00:00,23106.3,-1.5857145559613297,837796.744103423,1
2025-05-27 17:08:28+00:00,23110.7,-1.5497680108026124,813394.8538035888,1
2025-05-27 17:08:29+00:00,23106.5,-1.5840806220904735,812288.0942640782,1
2025-05-27 17:08:30+00:00,23112.0,-1.5391474406420917,820924.664186133,1
2025-05-27 17:08:31+00:00,23111.9,-1.539964407577505,836745.6074394804,1
2025-05-27 17:08:32+00:00,23112.3,-1.5366965398358223,849214.8540651449,1
